"id","nom","prenom","email","sexe","date_naissance","date_deces","navs","numero_individu"
65,"Ma","Jeffery","jeffery.ma@sunrise.ch","F","2003-08-12",NULL,"756.5185.5825.45","20251024000065"
66,"Verhoff","Alejandro","alejandro.verhoff@bluewin.ch","M","1961-02-10",NULL,"756.1486.3836.28","20251024000066"
67,"Richardson","Tamer","tamer.richardson@hotmail.com","M","2003-12-10",NULL,"756.6672.2562.28","20251024000067"
68,"Rusek","Albert","albert.rusek@swissonline.ch","M","2006-02-08",NULL,"756.8100.1893.41","20251024000068"
69,"Shimshoni","Jocelyn","jocelyn.shimshoni@sunrise.ch","M","1970-08-11",NULL,"756.7569.2127.00","20251024000069"
70,"Diaz","Regina","regina.diaz@gmail.com","F","2014-07-28",NULL,"756.1691.5534.97","20251024000070"
71,"Weadock","Francisco","francisco.weadock@bluewin.ch","M","1989-08-15",NULL,"756.0244.5497.65","20251024000071"
72,"Sanz","Anders","anders.sanz@hotmail.com","F","1959-10-10",NULL,"756.1119.2851.63","20251024000072"
73,"Lan","Elena","elena.lan@hotmail.com","M","1942-01-13",NULL,"756.0189.9103.48","20251024000073"
74,"Spencer","Harold","harold.spencer@swissonline.ch","M","2008-03-24",NULL,"756.6946.8295.28","20251024000074"
75,"Prasad","Rodrigo","rodrigo.prasad@bluewin.ch","F","1938-11-15","2024-04-03","756.7605.2484.05","20251024000075"
76,"Uittenbogaard","Bailey","bailey.uittenbogaard@sunrise.ch","F","2008-01-05",NULL,"756.2958.0463.72","20251024000076"
77,"Chandra","Renee","renee.chandra@sunrise.ch","M","1970-05-06",NULL,"756.8217.9994.09","20251024000077"
78,"Young","Tristan","tristan.young@hotmail.com","M","1981-02-19",NULL,"756.6443.4252.60","20251024000078"
79,"Truempy","Jenny","jenny.truempy@hotmail.com","M","1975-12-11",NULL,"756.0560.8237.06","20251024000079"
80,"Hurtado","Joshua","joshua.hurtado@bluewin.ch","F","2009-01-22",NULL,"756.5573.2329.91","20251024000080"
81,"Wood","Briana","briana.wood@swissonline.ch","F","1926-07-30",NULL,"756.0045.6565.45","20251024000081"
82,"Harui","Kristopher","kristopher.harui@sunrise.ch","F","1920-08-15",NULL,"756.0969.9221.74","20251024000082"
83,"Lewis","Shelby","shelby.lewis@swissonline.ch","M","2007-12-01",NULL,"756.7628.5685.75","20251024000083"
84,"Thames","Johnathan","johnathan.thames@bluewin.ch","F","1937-04-19",NULL,"756.9944.5280.24","20251024000084"
85,"Turner","Ariana","ariana.turner@gmail.com","M","1944-03-19",NULL,"756.0137.4346.76","20251024000085"
86,"Sherwood","Janet","janet.sherwood@gmail.com","M","1921-08-25",NULL,"756.2841.2534.30","20251024000086"
87,"Yong","Jeff","jeff.yong@bluewin.ch","F","2000-05-05",NULL,"756.1159.9529.29","20251024000087"
88,"Rockne","Ashlee","ashlee.rockne@gmail.com","F","1922-12-15",NULL,"756.8091.5121.76","20251024000088"
89,"Natsuhara","Mason","mason.natsuhara@sunrise.ch","F","1993-01-09",NULL,"756.5634.6225.46","20251024000089"
90,"Singer","Zoe","zoe.singer@bluewin.ch","F","2016-08-21",NULL,"756.4499.3532.47","20251024000090"
91,"Shimshoni","Shelby","shelby.shimshoni@swissonline.ch","M","1959-06-25",NULL,"756.2465.2479.26","20251024000091"
92,"Diaz","Jan","jan.diaz@bluewin.ch","F","1963-02-14",NULL,"756.2608.8241.11","20251024000092"
93,"Alonso","Raquel","raquel.alonso@swissonline.ch","M","1946-02-22",NULL,"756.2388.0462.58","20251024000093"
94,"Srini","Ioannis","ioannis.srini@sunrise.ch","M","1956-08-19",NULL,"756.0684.5519.30","20251024000094"
95,"Pais","Muniraju","muniraju.pais@hotmail.com","M","1929-05-30",NULL,"756.9965.7067.09","20251024000095"
96,"Evans","Bradley","bradley.evans@bluewin.ch","F","2007-11-05",NULL,"756.2234.6854.62","20251024000096"
97,"Lazecky","Javier","javier.lazecky@gmail.com","F","1931-01-22",NULL,"756.3981.0088.41","20251024000097"
98,"Foster","Gail","gail.foster@gmail.com","F","1953-08-22",NULL,"756.3588.4334.43","20251024000098"
99,"Bryant","Cory","cory.bryant@bluewin.ch","F","1975-07-26",NULL,"756.3508.0723.25","20251024000099"
100,"Rai","Darren","darren.rai@sunrise.ch","M","1926-08-28",NULL,"756.2763.2554.81","20251024000100"
101,"Velez Amezaga","Alice","alice.velez amezaga@swissonline.ch","M","1960-02-21",NULL,"756.8930.8983.50","20251024000101"
102,"Thirunavukkarasu","Benjamin","benjamin.thirunavukkarasu@hotmail.com","M","1955-06-20",NULL,"756.8161.9009.99","20251024000102"
103,"Uittenbogaard","Petr","petr.uittenbogaard@bluewin.ch","F","1950-06-28",NULL,"756.3777.4557.74","20251024000103"
104,"Agbonile","Jerome","jerome.agbonile@gmail.com","M","1974-10-08",NULL,"756.6893.3583.93","20251024000104"
105,"Gomez","Carlos","carlos.gomez@sunrise.ch","M","1961-06-01",NULL,"756.0043.7629.52","20251024000105"
106,"Seamans","Emmanuel","emmanuel.seamans@gmail.com","M","2013-04-17",NULL,"756.7823.6485.72","20251024000106"
107,"Singh","Gary","gary.singh@hotmail.com","M","1975-04-21",NULL,"756.0430.2143.46","20251024000107"
108,"Sánchez","Gabriella","gabriella.sanchez@swissonline.ch","M","1995-03-07",NULL,"756.2891.0922.60","20251024000108"
109,"Schulte","Carol","carol.schulte@hotmail.com","F","1965-09-21",NULL,"756.9557.7330.01","20251024000109"
110,"Lobao","Connie","connie.lobao@hotmail.com","F","1927-01-29",NULL,"756.9137.0104.08","20251024000110"
111,"Townsend","Caleb","caleb.townsend@swissonline.ch","F","2018-10-11",NULL,"756.9566.0294.56","20251024000111"
112,"Gonzalez","Jonathan","jonathan.gonzalez@gmail.com","F","2010-10-22",NULL,"756.0504.1048.83","20251024000112"
113,"He","Eduardo","eduardo.he@gmail.com","M","1952-04-09",NULL,"756.6964.1328.71","20251024000113"
114,"Isla","Madison","madison.isla@swissonline.ch","F","1934-08-08",NULL,"756.7705.3586.77","20251024000114"
115,"Brooks","Adriana","adriana.brooks@swissonline.ch","F","1923-03-25","2020-02-10","756.7162.7851.17","20251024000115"
116,"Rogers","Kristina","kristina.rogers@bluewin.ch","F","1959-11-09",NULL,"756.0751.5967.56","20251024000116"
117,"Ruggiero","Tammy","tammy.ruggiero@hotmail.com","F","2016-07-16",NULL,"756.1807.5653.12","20251024000117"
118,"Cooper","Misty","misty.cooper@gmail.com","F","1993-12-11",NULL,"756.1986.5983.28","20251024000118"
119,"Slattengren","Rob","rob.slattengren@gmail.com","F","1931-12-08",NULL,"756.0760.7366.56","20251024000119"
120,"Shan","Adrienne","adrienne.shan@gmail.com","M","2014-07-04",NULL,"756.1795.1787.33","20251024000120"
121,"Ramirez","Melissa","melissa.ramirez@hotmail.com","M","1947-03-30",NULL,"756.4336.8296.31","20251024000121"
122,"Rana","Briana","briana.rana@sunrise.ch","M","2017-06-04",NULL,"756.2836.1469.35","20251024000122"
123,"Howard","Max","max.howard@bluewin.ch","M","1936-04-02",NULL,"756.5403.5723.29","20251024000123"
124,"Yanagishima","Janet","janet.yanagishima@swissonline.ch","F","2005-08-23",NULL,"756.2265.8375.39","20251024000124"
125,"Kelly","Mario","mario.kelly@swissonline.ch","F","1997-10-03",NULL,"756.3569.9817.05","20251024000125"
126,"Morris","Muniraju","muniraju.morris@hotmail.com","M","1990-04-28",NULL,"756.1201.8292.81","20251024000126"
127,"Griffin","Luke","luke.griffin@bluewin.ch","M","1939-03-18",NULL,"756.9692.8378.44","20251024000127"
128,"Railson","Rodrigo","rodrigo.railson@swissonline.ch","M","1932-08-04",NULL,"756.7741.1375.95","20251024000128"
129,"Cabello","Jan","jan.cabello@gmail.com","F","1931-02-17",NULL,"756.1870.5860.98","20251024000129"
130,"Chander","Tamara","tamara.chander@sunrise.ch","M","2000-01-05",NULL,"756.5651.0466.73","20251024000130"
131,"Yanagishima","Harold","harold.yanagishima@bluewin.ch","F","1991-04-18",NULL,"756.7631.4255.74","20251024000131"
132,"Sun","Caitlin","caitlin.sun@swissonline.ch","F","1948-05-29",NULL,"756.0522.3644.88","20251024000132"
133,"Rothenberg","Lacey","lacey.rothenberg@bluewin.ch","M","1936-02-04",NULL,"756.0344.3210.34","20251024000133"
134,"Rivera","Sebastian","sebastian.rivera@hotmail.com","F","1946-10-18",NULL,"756.6244.1938.64","20251024000134"
135,"Young","Nathaniel","nathaniel.young@sunrise.ch","F","1997-10-13",NULL,"756.6635.5545.55","20251024000135"
136,"Salah","Roberto","roberto.salah@sunrise.ch","F","1987-03-02",NULL,"756.8880.3506.55","20251024000136"
137,"Barnes","Mary","mary.barnes@bluewin.ch","F","1932-11-03",NULL,"756.9504.4816.38","20251024000137"
138,"Ruggiero","Jonathan","jonathan.ruggiero@hotmail.com","M","1994-01-17",NULL,"756.6201.5535.52","20251024000138"
139,"Leitão","Terrance","terrance.leitao@hotmail.com","M","1934-09-10",NULL,"756.1532.4249.62","20251024000139"
140,"Long","Melanie","melanie.long@sunrise.ch","M","1986-06-28",NULL,"756.0220.4936.93","20251024000140"
141,"Xylaras","Jenna","jenna.xylaras@swissonline.ch","M","1967-12-06",NULL,"756.6227.9872.83","20251024000141"
142,"Gill","Kristen","kristen.gill@swissonline.ch","M","1941-04-27",NULL,"756.1056.4932.92","20251024000142"
143,"Sai","Brad","brad.sai@gmail.com","M","1977-09-01",NULL,"756.1308.3069.44","20251024000143"
144,"Vance","Evan","evan.vance@sunrise.ch","F","2004-10-05",NULL,"756.4009.0974.76","20251024000144"
145,"Sara","Lori","lori.sara@swissonline.ch","M","2015-10-03",NULL,"756.1704.8341.62","20251024000145"
146,"Wang","Arif","arif.wang@swissonline.ch","F","1966-12-25",NULL,"756.3640.1056.64","20251024000146"
147,"Williams","Trevor","trevor.williams@swissonline.ch","M","1945-05-03",NULL,"756.9335.1324.15","20251024000147"
148,"Kovar","Matthew","matthew.kovar@gmail.com","F","1939-04-05",NULL,"756.1437.7632.30","20251024000148"
149,"Several","Sunil","sunil.several@hotmail.com","F","2011-02-25",NULL,"756.0398.9701.84","20251024000149"
150,"Jenkins","Carolyn","carolyn.jenkins@sunrise.ch","F","1986-01-26",NULL,"756.5791.6655.10","20251024000150"
151,"Perez","Gloria","gloria.perez@hotmail.com","M","1922-02-21",NULL,"756.2346.4419.19","20251024000151"
152,"Arthur","Rolando","rolando.arthur@bluewin.ch","M","1972-07-16",NULL,"756.7731.0475.44","20251024000152"
153,"Louverdis","Edgar","edgar.louverdis@bluewin.ch","M","1940-10-17",NULL,"756.8897.5436.91","20251024000153"
154,"Murphy","Isabelle","isabelle.murphy@sunrise.ch","F","2020-06-13",NULL,"756.5953.6251.36","20251024000154"
155,"Rusek","Aimee","aimee.rusek@gmail.com","M","1927-03-31",NULL,"756.0367.6716.79","20251024000155"
156,"Barnes","Sara","sara.barnes@swissonline.ch","F","1964-08-04",NULL,"756.8860.6043.28","20251024000156"
157,"Vance","Zachary","zachary.vance@swissonline.ch","F","1965-06-10",NULL,"756.0422.9660.18","20251024000157"
158,"Hee","Kaitlyn","kaitlyn.hee@swissonline.ch","M","1998-06-23",NULL,"756.5945.4920.60","20251024000158"
159,"Nason","Charles","charles.nason@swissonline.ch","M","1982-12-30",NULL,"756.4496.4803.87","20251024000159"
160,"Jai","Janelle","janelle.jai@bluewin.ch","M","1997-07-28",NULL,"756.2260.3356.83","20251024000160"
161,"Alvarez","Jerry","jerry.alvarez@bluewin.ch","F","2005-12-06",NULL,"756.1747.3291.21","20251024000161"
162,"Cannata","Renee","renee.cannata@hotmail.com","M","1923-03-31",NULL,"756.8956.9703.49","20251024000162"
163,"Verhoff","Tommy","tommy.verhoff@hotmail.com","F","1976-06-25",NULL,"756.2633.3296.33","20251024000163"
164,"Winter","Anna","anna.winter@sunrise.ch","F","1945-03-07",NULL,"756.6873.0383.41","20251024000164"
165,"Ramirez","Haley","haley.ramirez@hotmail.com","M","1935-01-21",NULL,"756.8193.7582.82","20251024000165"
166,"Thomas","Kern","kern.thomas@gmail.com","F","1950-12-21",NULL,"756.8160.1576.58","20251024000166"
167,"Hill","Judith","judith.hill@gmail.com","M","1938-05-02",NULL,"756.8135.5431.43","20251024000167"
168,"Zimmerman","Monique","monique.zimmerman@bluewin.ch","M","1991-08-26",NULL,"756.0390.5438.73","20251024000168"
169,"Pulipalyam","Caleb","caleb.pulipalyam@sunrise.ch","M","1961-10-22",NULL,"756.0006.8914.26","20251024000169"
170,"Walker","Isaiah","isaiah.walker@swissonline.ch","M","1961-10-15",NULL,"756.3391.5754.59","20251024000170"
171,"Verhoff","Craig","craig.verhoff@gmail.com","F","1974-04-23",NULL,"756.4359.1130.76","20251024000171"
172,"Rana","Jacquelyn","jacquelyn.rana@gmail.com","M","1996-06-02",NULL,"756.1831.2999.10","20251024000172"
173,"Shock","Jimmy","jimmy.shock@hotmail.com","M","1963-06-03",NULL,"756.2432.5198.02","20251024000173"
174,"Umeda","Todd","todd.umeda@hotmail.com","F","2012-06-30",NULL,"756.7803.7352.51","20251024000174"
175,"Ruth","Latoya","latoya.ruth@sunrise.ch","F","1999-01-21",NULL,"756.8620.8116.75","20251024000175"
176,"Alexander","Deanna","deanna.alexander@hotmail.com","M","1988-05-31",NULL,"756.3640.6784.98","20251024000176"
177,"White","Tasha","tasha.white@swissonline.ch","M","1939-05-02",NULL,"756.7416.8337.98","20251024000177"
178,"Blue","Renee","renee.blue@bluewin.ch","F","1993-01-28",NULL,"756.5181.3959.01","20251024000178"
179,"Fernandez","Arif","arif.fernandez@swissonline.ch","F","1961-03-23",NULL,"756.7736.8771.43","20251024000179"
180,"Sheperdigian","Tasha","tasha.sheperdigian@sunrise.ch","F","1933-06-01",NULL,"756.6670.1794.14","20251024000180"
181,"Morgan","Jerry","jerry.morgan@swissonline.ch","F","1961-04-15",NULL,"756.6944.8462.01","20251024000181"
182,"Flores","Francis","francis.flores@sunrise.ch","M","1996-04-08",NULL,"756.0666.7397.13","20251024000182"
183,"Javier Castrejón","Marty","marty.javier castrejon@sunrise.ch","M","2002-03-08",NULL,"756.2990.2412.08","20251024000183"
184,"Jones","Zachary","zachary.jones@swissonline.ch","M","1942-08-22",NULL,"756.4469.0483.05","20251024000184"
185,"Brown","Nina","nina.brown@hotmail.com","F","2012-10-06",NULL,"756.2203.0697.42","20251024000185"
186,"Sam","Philip","philip.sam@hotmail.com","M","1941-12-05",NULL,"756.6501.0843.04","20251024000186"
187,"Sneath","Stuart","stuart.sneath@sunrise.ch","F","2009-12-22",NULL,"756.1217.0717.41","20251024000187"
188,"Andersen","Omar","omar.andersen@sunrise.ch","F","1971-10-05",NULL,"756.7305.8002.99","20251024000188"
189,"Ferrier","Adam","adam.ferrier@hotmail.com","F","1958-03-23","2020-12-30","756.9771.3578.26","20251024000189"
190,"Rockne","Dustin","dustin.rockne@gmail.com","M","1978-09-11",NULL,"756.6131.8845.89","20251024000190"
191,"Parker","Crystal","crystal.parker@hotmail.com","F","1990-07-17",NULL,"756.1369.1833.46","20251024000191"
192,"Smith","April","april.smith@gmail.com","M","1941-07-20",NULL,"756.4252.1514.03","20251024000192"
193,"Raje","Caitlin","caitlin.raje@sunrise.ch","M","1954-01-10","2018-07-12","756.7786.8847.84","20251024000193"
194,"Taylor","John","john.taylor@bluewin.ch","M","1963-07-24",NULL,"756.8897.5769.71","20251024000194"
195,"Kawai","Grant","grant.kawai@hotmail.com","F","1926-09-15",NULL,"756.0833.6682.50","20251024000195"
196,"Truempy","Max","max.truempy@swissonline.ch","F","1996-01-16",NULL,"756.6894.4635.05","20251024000196"
197,"Schultz","Connie","connie.schultz@sunrise.ch","F","1966-02-20",NULL,"756.3242.7137.01","20251024000197"
198,"Jai","Diana","diana.jai@bluewin.ch","F","1984-06-18",NULL,"756.6667.6124.53","20251024000198"
199,"Townsend","Heidi","heidi.townsend@sunrise.ch","F","1942-07-06",NULL,"756.4340.1930.92","20251024000199"
200,"Ma","Catherine","catherine.ma@swissonline.ch","M","1968-02-26",NULL,"756.0658.8881.22","20251024000200"
201,"Wadia","Jimmy","jimmy.wadia@gmail.com","M","1975-08-05",NULL,"756.9477.5236.38","20251024000201"
202,"Kovár","Todd","todd.kovar@sunrise.ch","F","1988-02-22",NULL,"756.2930.1945.68","20251024000202"
203,"Alonso","Jodi","jodi.alonso@gmail.com","M","2006-02-15",NULL,"756.2260.4993.95","20251024000203"
204,"Sandoval","Kaitlyn","kaitlyn.sandoval@bluewin.ch","M","1922-09-30",NULL,"756.5275.3284.68","20251024000204"
205,"Bebbington","Cheryl","cheryl.bebbington@swissonline.ch","F","1951-11-13",NULL,"756.1538.7652.69","20251024000205"
206,"Song","Brandi","brandi.song@hotmail.com","M","1969-07-16",NULL,"756.5335.5108.68","20251024000206"
207,"Sims","Tommy","tommy.sims@bluewin.ch","F","1974-06-08",NULL,"756.2875.4444.58","20251024000207"
208,"Son","Hailey","hailey.son@bluewin.ch","F","1961-01-02",NULL,"756.2461.8166.76","20251024000208"
209,"Butler","Adriana","adriana.butler@bluewin.ch","M","1995-10-10",NULL,"756.0178.7513.61","20251024000209"
210,"Sandberg","Mackenzie","mackenzie.sandberg@sunrise.ch","M","1973-11-18",NULL,"756.6202.1033.42","20251024000210"
211,"Sazanovich","Zoe","zoe.sazanovich@gmail.com","F","1920-11-26",NULL,"756.2438.3730.17","20251024000211"
212,"Walker","Tristan","tristan.walker@gmail.com","F","1963-09-05",NULL,"756.6794.5779.86","20251024000212"
213,"Sam","Edgar","edgar.sam@bluewin.ch","F","2020-03-29",NULL,"756.7525.5365.60","20251024000213"
214,"Robinett","Paul","paul.robinett@bluewin.ch","F","1923-04-18",NULL,"756.7906.0200.54","20251024000214"
215,"Ready","Ronald","ronald.ready@bluewin.ch","M","2009-02-27",NULL,"756.3156.5952.12","20251024000215"
216,"Beck","Nichole","nichole.beck@hotmail.com","F","1970-01-29",NULL,"756.0150.1585.54","20251024000216"
217,"Kim","Desiree","desiree.kim@gmail.com","M","2002-05-03",NULL,"756.3829.8350.74","20251024000217"
218,"Weadock","Petr","petr.weadock@sunrise.ch","M","1982-08-09",NULL,"756.4634.6122.78","20251024000218"
219,"Price","Elizabeth","elizabeth.price@hotmail.com","F","1963-10-20","2016-10-19","756.1532.5606.44","20251024000219"
220,"Martinez","Regina","regina.martinez@swissonline.ch","M","1956-11-23",NULL,"756.7497.4123.45","20251024000220"
221,"Foster","Thomas","thomas.foster@hotmail.com","F","1971-08-04",NULL,"756.5673.7380.57","20251024000221"
222,"Palit","Richard","richard.palit@swissonline.ch","M","1985-09-29",NULL,"756.6286.8699.21","20251024000222"
223,"Martin","Ioannis","ioannis.martin@bluewin.ch","F","1945-06-06",NULL,"756.8750.6831.27","20251024000223"
224,"Winston","Nathaniel","nathaniel.winston@swissonline.ch","F","1960-11-13",NULL,"756.9591.1558.00","20251024000224"
225,"Cai","Ana","ana.cai@gmail.com","F","1993-02-20",NULL,"756.3592.0878.32","20251024000225"
226,"Palit","K.","k..palit@gmail.com","F","2010-09-24",NULL,"756.9342.0074.79","20251024000226"
227,"Perez","Bridget","bridget.perez@gmail.com","M","2013-05-18",NULL,"756.1494.4750.19","20251024000227"
228,"Evans","Joanna","joanna.evans@hotmail.com","F","1983-10-07",NULL,"756.3169.7860.71","20251024000228"
229,"Zhang","Dawn","dawn.zhang@gmail.com","M","2017-10-08",NULL,"756.9903.8780.96","20251024000229"
230,"Jordan","Jay","jay.jordan@bluewin.ch","F","1979-03-24",NULL,"756.6541.0382.22","20251024000230"
231,"Kapoor","Max","max.kapoor@hotmail.com","M","1998-07-11",NULL,"756.9034.5229.15","20251024000231"
232,"Garcia","Trisha","trisha.garcia@swissonline.ch","F","1936-12-15",NULL,"756.1431.0147.16","20251024000232"
233,"Short","Nancy","nancy.short@swissonline.ch","F","1977-01-17",NULL,"756.4037.6892.79","20251024000233"
234,"Sabella","Jesse","jesse.sabella@hotmail.com","M","1988-12-06",NULL,"756.7596.0382.52","20251024000234"
235,"Macagno","Max","max.macagno@bluewin.ch","F","1936-09-19",NULL,"756.5496.5203.84","20251024000235"
